"FilePath","Width","Height","Category","EngineeringTags","RecommendedUsage","CropRatio","QualityStatus","RequiredAction","ReplacementPriority"
"assets/applications/residential/mobile-houses/arched-mobile-cabin-door-module.png","828","1792","accessories; factory; logistics; projects","TRIM; QC CHECKPOINT; LOADING; PROJECT EVIDENCE","detail evidence; factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","high"
"assets/applications/residential/mobile-houses/blue-mobile-cabin-window-module.png","2560","1710","accessories; factory; logistics; projects","TRIM; QC CHECKPOINT; LOADING; PROJECT EVIDENCE","detail evidence; factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","high"
"assets/applications/residential/prefab-houses/blue-prefab-house-window-module.png","2560","1710","accessories; factory; logistics; projects","TRIM; QC CHECKPOINT; LOADING; PROJECT EVIDENCE","detail evidence; factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","high"
"assets/applications/residential/prefab-houses/arched-prefab-house-door-detail.png","828","1792","accessories; logistics; projects","TRIM; LOADING; PROJECT EVIDENCE","detail evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/gray-prefab-house-corner-glazing.png","1156","867","accessories; logistics; projects","TRIM; CORNER; LOADING; PROJECT EVIDENCE","detail evidence; logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","high"
"assets/applications/commercial/office-buildings/office-facade-corrugated-metal-detail.jpg","1080","1456","accessories; product structure; factory; projects","TRIM; INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","detail evidence; panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/residential/container-homes/container-unit-metal-siding-detail.JPG","1024","768","accessories; product structure; logistics","TRIM; INTERLOCK; LOADING","detail evidence; panel field / interlock evidence; logistics and project delivery evidence","16:9","usable","crop","high"
"assets/applications/industrial/poultry-houses/poultry-house-metal-facade-detail.JPG","4032","3024","accessories; product structure; projects","TRIM; INTERLOCK; PROJECT EVIDENCE","detail evidence; panel field / interlock evidence; project evidence","1:1","usable","crop","high"
"assets/applications/residential/expandable-houses/expandable-unit-metal-detail.JPG","1080","817","accessories; product structure; projects","TRIM; INTERLOCK; PROJECT EVIDENCE","detail evidence; panel field / interlock evidence; project evidence","1:1","usable","crop","high"
"assets/applications/residential/standard-houses/urban-house-wall-cladding-detail.jpg","1276","956","accessories; product structure; projects","TRIM; INTERLOCK; PROJECT EVIDENCE","detail evidence; panel field / interlock evidence; project evidence","1:1","usable","crop","high"
"assets/applications/residential/expandable-houses/expandable-house-exterior-detail.jpg","1280","1707","accessories; projects","TRIM; PROJECT EVIDENCE","detail evidence; project evidence","1:1","usable","crop","high"
"assets/applications/residential/renovation/renovation-building-exterior-white.jpg","1280","960","factory","QC CHECKPOINT","factory / QC evidence","1:1","usable","crop","high"
"assets/applications/commercial/office-buildings/modular-office-building-white-facade.jfif","2047","1536","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/a-frame-mobile-cabin-entry-module.jpg","926","2048","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/arched-mobile-house-factory-units.png","2560","1920","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/blue-mobile-house-factory-module.png","2560","1710","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/blue-mobile-house-factory-shell.png","400","267","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/gray-mobile-house-entry-module.png","1156","867","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","high"
"assets/applications/residential/mobile-houses/lightweight-mobile-house-factory-build.png","1280","960","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/white-mobile-cabin-factory-module.png","2560","1710","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/a-frame-prefab-house-entry-module.jpg","926","2048","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/arched-prefab-house-factory-modules.png","2560","1920","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/blue-prefab-house-factory-exterior.png","400","267","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/blue-prefab-house-factory-module.png","2560","1710","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/blue-prefab-house-rear-module.png","2560","1710","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","high"
"assets/applications/residential/prefab-houses/white-prefab-house-factory-module.png","2560","1710","factory; logistics; projects","QC CHECKPOINT; LOADING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/transportable-mobile-house-living-module.png","1182","768","factory; logistics; site handling; projects","QC CHECKPOINT; LOADING; HANDLING; PROJECT EVIDENCE","factory / QC evidence; logistics and project delivery evidence; site handling visual; project evidence","16:9","review","replace if unrealistic","high"
"assets/applications/commercial/office-buildings/office-building-exterior-modern-white.jpg","1170","878","factory; projects","QC CHECKPOINT; PROJECT EVIDENCE","factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/poultry-houses/poultry-house-building-white-facade.jpg","960","1280","factory; projects","QC CHECKPOINT; PROJECT EVIDENCE","factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/workshops/workshop-building-exterior-industrial.jpg","960","1280","factory; projects","QC CHECKPOINT; PROJECT EVIDENCE","factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/public/schools/school-building-modern-facade-exterior.jpg","1920","1440","factory; projects","QC CHECKPOINT; PROJECT EVIDENCE","factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/residential/renovation/renovation-facade-modern-installation.jpg","800","800","installation","INSTALLATION STEP","installation sequence frames","16:9","usable","crop","high"
"assets/applications/residential/container-homes/container-residential-assembly-detail.JPG","800","641","installation; accessories; logistics","INSTALLATION STEP; TRIM; LOADING","installation sequence frames; detail evidence; logistics and project delivery evidence","16:9","usable","crop","high"
"assets/applications/residential/renovation/renovation-installation-cladding-detail.jpg","3072","4096","installation; accessories; product structure","INSTALLATION STEP; TRIM; INTERLOCK","installation sequence frames; detail evidence; panel field / interlock evidence","16:9","usable","crop","high"
"assets/applications/public/government-housing/government-residential-installation-detail.JPG","4032","3024","installation; accessories; projects","INSTALLATION STEP; TRIM; PROJECT EVIDENCE","installation sequence frames; detail evidence; project evidence","16:9","usable","crop","high"
"assets/applications/public/government-housing/government-unit-facade-installation-detail.jpg","720","1279","installation; accessories; projects","INSTALLATION STEP; TRIM; PROJECT EVIDENCE","installation sequence frames; detail evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/expandable-houses/expandable-residential-installation-detail.jpg","1707","1280","installation; accessories; projects","INSTALLATION STEP; TRIM; PROJECT EVIDENCE","installation sequence frames; detail evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/blue-mobile-house-factory-assembly.png","2560","1710","installation; factory; logistics; projects","INSTALLATION STEP; QC CHECKPOINT; LOADING; PROJECT EVIDENCE","installation sequence frames; factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/blue-prefab-house-factory-assembly.png","2560","1710","installation; factory; logistics; projects","INSTALLATION STEP; QC CHECKPOINT; LOADING; PROJECT EVIDENCE","installation sequence frames; factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/modular-prefab-house-factory-assembly.png","1280","960","installation; factory; logistics; projects","INSTALLATION STEP; QC CHECKPOINT; LOADING; PROJECT EVIDENCE","installation sequence frames; factory / QC evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/container-homes/container-home-exterior-installation.jpg","4096","3072","installation; logistics","INSTALLATION STEP; LOADING","installation sequence frames; logistics and project delivery evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/mobile-house-wall-system-assembly.png","2560","1710","installation; logistics; projects","INSTALLATION STEP; LOADING; PROJECT EVIDENCE","installation sequence frames; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/modular-homes/modular-house-installation-system.jpg","720","539","installation; logistics; projects","INSTALLATION STEP; LOADING; PROJECT EVIDENCE","installation sequence frames; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/prefab-house-exterior-system-assembly.png","2560","1710","installation; logistics; projects","INSTALLATION STEP; LOADING; PROJECT EVIDENCE","installation sequence frames; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/yellow-modular-prefab-house-assembly.jpg","1440","1080","installation; logistics; projects","INSTALLATION STEP; LOADING; PROJECT EVIDENCE","installation sequence frames; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/yellow-movable-house-site-assembly.jpg","1440","1080","installation; logistics; site handling; projects","INSTALLATION STEP; LOADING; HANDLING; PROJECT EVIDENCE","installation sequence frames; logistics and project delivery evidence; site handling visual; project evidence","16:9","usable","crop","high"
"assets/applications/commercial/office-buildings/office-cladding-assembly-white-horizontal.jpg","960","640","installation; product structure; factory; projects","INSTALLATION STEP; INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; factory / QC evidence; project evidence","16:9","usable","crop","high"
"assets/applications/commercial/office-buildings/office-exterior-installation-white-panels.jpg","960","640","installation; product structure; factory; projects","INSTALLATION STEP; INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; factory / QC evidence; project evidence","16:9","usable","crop","high"
"assets/applications/commercial/office-buildings/office-facade-horizontal-metal-installation.jpg","960","640","installation; product structure; factory; projects","INSTALLATION STEP; INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; factory / QC evidence; project evidence","16:9","usable","crop","high"
"assets/applications/commercial/restaurants-cafes/restaurant-cafe-building-cladding-installation.png","1672","941","installation; product structure; factory; projects","INSTALLATION STEP; INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; factory / QC evidence; project evidence","16:9","usable","crop","high"
"assets/applications/industrial/factories/factory-building-installation-metal-cladding.jpg","1280","960","installation; product structure; factory; projects","INSTALLATION STEP; INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; factory / QC evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/mobile-houses/yellow-mobile-house-panel-installation.jpg","1440","1080","installation; product structure; logistics; projects","INSTALLATION STEP; INTERLOCK; LOADING; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/prefab-houses/yellow-prefab-house-panel-installation.jpg","1440","1080","installation; product structure; logistics; projects","INSTALLATION STEP; INTERLOCK; LOADING; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; logistics and project delivery evidence; project evidence","16:9","usable","crop","high"
"assets/applications/commercial/retail-stores/retail-exterior-metal-installation.jpg","1280","960","installation; product structure; projects","INSTALLATION STEP; INTERLOCK; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; project evidence","16:9","usable","crop","high"
"assets/applications/industrial/poultry-houses/poultry-house-installation-metal-panels.JPG","4032","3024","installation; product structure; projects","INSTALLATION STEP; INTERLOCK; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; project evidence","16:9","usable","crop","high"
"assets/applications/industrial/poultry-houses/poultry-house-metal-siding-assembly.JPG","4032","3024","installation; product structure; projects","INSTALLATION STEP; INTERLOCK; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; project evidence","16:9","usable","crop","high"
"assets/applications/industrial/workshops/workshop-installation-metal-assembly.JPG","4032","3024","installation; product structure; projects","INSTALLATION STEP; INTERLOCK; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; project evidence","16:9","usable","crop","high"
"assets/applications/public/government-housing/government-housing-cladding-assembly.JPG","4032","3024","installation; product structure; projects","INSTALLATION STEP; INTERLOCK; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/expandable-houses/expandable-unit-cladding-assembly.jpg","2048","1732","installation; product structure; projects","INSTALLATION STEP; INTERLOCK; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/resort-houses/resort-villa-cladding-installation.jpg","1080","1080","installation; product structure; projects","INSTALLATION STEP; INTERLOCK; PROJECT EVIDENCE","installation sequence frames; panel field / interlock evidence; project evidence","16:9","usable","crop","high"
"assets/applications/residential/expandable-houses/expandable-home-exterior-installation.jpg","2048","1536","installation; projects","INSTALLATION STEP; PROJECT EVIDENCE","installation sequence frames; project evidence","16:9","usable","crop","high"
"assets/applications/residential/expandable-houses/expandable-home-facade-assembly.JPG","1080","818","installation; projects","INSTALLATION STEP; PROJECT EVIDENCE","installation sequence frames; project evidence","16:9","usable","crop","high"
"assets/applications/residential/expandable-houses/expandable-home-facade-installation.jpg","1280","1707","installation; projects","INSTALLATION STEP; PROJECT EVIDENCE","installation sequence frames; project evidence","16:9","usable","crop","high"
"assets/applications/commercial/office-buildings/office-building-horizontal-panels-white.jpg","1080","1440","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/commercial/office-buildings/office-building-modern-siding-white.jpg","1440","1080","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/commercial/office-buildings/office-exterior-metal-cladding-white.jpg","1080","1440","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/commercial/office-buildings/office-facade-metal-siding-white-system.jpg","1280","960","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/commercial/restaurants-cafes/restaurant-cafe-building-horizontal-cladding.jpg","1280","1706","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/commercial/retail-stores/retail-building-white-metal-siding.jpg","1536","2048","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/factories/factory-building-corrugated-metal-facade.jpg","1920","1440","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/factories/factory-cladding-industrial-horizontal.jpg","1280","720","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/factories/factory-exterior-industrial-white-panels.jpg","1440","810","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/factories/factory-exterior-industrial-white-siding.jpg","1280","960","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/factories/factory-exterior-metal-siding-white-blue.jpg","1170","878","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/factories/factory-facade-corrugated-vertical-panels.jpg","960","1280","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/warehouses/warehouse-building-metal-cladding-white.jpg","1536","2048","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/industrial/workshops/workshop-building-metal-cladding.JPG","4032","3024","product structure; factory; projects","INTERLOCK; QC CHECKPOINT; PROJECT EVIDENCE","panel field / interlock evidence; factory / QC evidence; project evidence","1:1","usable","crop","high"
"assets/applications/commercial/shopping-centers/shopping-center-facade-modern-exterior.jpg","1024","1024","projects","PROJECT EVIDENCE","general project evidence","16:9 or 4:3","usable","crop","low"
"assets/applications/residential/renovation/u=1560083336,2070582076&fm=253&fmt=auto&app=138&f=JPEG.webp","0","0","projects","PROJECT EVIDENCE","general project evidence","16:9 or 4:3","usable","crop","low"
"assets/applications/residential/container-homes/container-unit-exterior-modern.JPG","1024","768","logistics","LOADING","logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/residential/modular-homes/modular-home-exterior-white-facade.jpg","1600","1200","logistics","LOADING","logistics and project delivery evidence","16:9","usable","crop","medium"
"assets/applications/public/government-housing/government-housing-modular-exterior.JPG","4032","3024","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/public/government-housing/government-housing-modular-white-facade.jpg","2048","961","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/residential/mobile-houses/a-frame-mobile-cabin-glass-front.jpg","1440","1080","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/residential/mobile-houses/arched-mobile-cabin-side-exterior.png","2560","1920","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/mobile-houses/blue-lightweight-mobile-cabin-rear.png","2560","1710","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/mobile-houses/curved-mobile-house-glass-facade.png","834","627","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/mobile-houses/gray-container-mobile-house-exterior.png","807","538","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/mobile-houses/gray-mobile-house-glazed-entry.png","1156","867","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/mobile-houses/stacked-container-mobile-house.jpg","1280","960","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/residential/prefab-houses/a-frame-prefab-house-glass-facade.jpg","1440","1080","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/residential/prefab-houses/arched-prefab-house-side-exterior.png","2560","1920","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/prefab-houses/compact-modular-prefab-house-exterior.png","1182","768","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/prefab-houses/curved-roof-prefab-house-glazing.png","834","627","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/prefab-houses/gray-prefab-house-glazed-entry.png","1156","867","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/prefab-houses/modular-prefab-house-residential-cluster.jpg","1617","1080","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/residential/prefab-houses/modular-prefab-housing-row-exterior.jpg","1920","1080","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/residential/prefab-houses/two-story-modular-prefab-house.jpg","1280","960","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/residential/prefab-houses/veranda-prefab-house-residential-exterior.jpg","1440","1080","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","usable","crop","medium"
"assets/applications/residential/prefab-houses/white-prefab-house-front-entry.png","836","623","logistics; projects","LOADING; PROJECT EVIDENCE","logistics and project delivery evidence; project evidence","16:9","review","replace if unrealistic","medium"
"assets/applications/residential/mobile-houses/wood-grain-mobile-cabin-gable-end.jpg","405","720","logistics; projects; waterproof","LOADING; PROJECT EVIDENCE; WATER PATH","logistics and project delivery evidence; project evidence; water path evidence","16:9","usable","crop","medium"
